ulasan,rating,kategori,nama_produk,ulasan_tokenize,ulasan_normalized,ulasan_stop_removed,ulasan_Stemmed,ulasan_clean,label
sesuai dgn deskripsi dan foto dan sangat cocok bagi saya yg baru belajar saya rekomendasikan toko rumah baju kita untuk belanja disini sebab komitmen dgn pembicaraan kita dichat setelah bayar barang langsung diproses dan dikirim hari itu juga untuk pengirimannya menggunakan pos indonesia sudah sesuai dengan waktu pengiriman yg saya pilih sy puas dengan pelayan kalian,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['sesuai', 'dgn', 'deskripsi', 'dan', 'foto', 'dan', 'sangat', 'cocok', 'bagi', 'saya', 'yg', 'baru', 'belajar', 'saya', 'rekomendasikan', 'toko', 'rumah', 'baju', 'kita', 'untuk', 'belanja', 'disini', 'sebab', 'komitmen', 'dgn', 'pembicaraan', 'kita', 'dichat', 'setelah', 'bayar', 'barang', 'langsung', 'diproses', 'dan', 'dikirim', 'hari', 'itu', 'juga', 'untuk', 'pengirimannya', 'menggunakan', 'pos', 'indonesia', 'sudah', 'sesuai', 'dengan', 'waktu', 'pengiriman', 'yg', 'saya', 'pilih', 'sy', 'puas', 'dengan', 'pelayan', 'kalian']","['sesuai', 'dengan', 'deskripsi', 'dan', 'foto', 'dan', 'sangat', 'cocok', 'bagi', 'saya', 'yang', 'baru', 'belajar', 'saya', 'rekomendasikan', 'toko', 'rumah', 'baju', 'kita', 'untuk', 'belanja', 'di sini', 'sebab', 'komitmen', 'dengan', 'pembicaraan', 'kita', 'dichat', 'setelah', 'bayar', 'barang', 'segera', 'diproses', 'dan', 'dikirim', 'hari', 'itu', 'juga', 'untuk', 'pengirimannya', 'menggunakan', 'pos', 'indonesia', 'sudah', 'sesuai', 'dengan', 'waktu', 'pengiriman', 'yang', 'saya', 'pilih', 'saya', 'puas', 'dengan', 'pelayan', 'kalian']","['sesuai', 'deskripsi', 'foto', 'cocok', 'belajar', 'rekomendasikan', 'toko', 'rumah', 'baju', 'belanja', 'di sini', 'komitmen', 'pembicaraan', 'dichat', 'bayar', 'barang', 'diproses', 'dikirim', 'pengirimannya', 'pos', 'indonesia', 'sesuai', 'pengiriman', 'pilih', 'puas', 'pelayan']","['sesuai', 'deskripsi', 'foto', 'cocok', 'ajar', 'rekomendasi', 'toko', 'rumah', 'baju', 'belanja', 'di sini', 'komitmen', 'bicara', 'dichat', 'bayar', 'barang', 'proses', 'kirim', 'kirim', 'pos', 'indonesia', 'sesuai', 'kirim', 'pilih', 'puas', 'layan']",sesuai deskripsi foto cocok ajar rekomendasi toko rumah baju belanja di sini komitmen bicara dichat bayar barang proses kirim kirim pos indonesia sesuai kirim pilih puas layan,2
good product mantab jaya recomended seller,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['good', 'product', 'mantab', 'jaya', 'recomended', 'seller']","['bagus', 'produk', 'mantap', 'jaya', 'rekomendasi', 'seller']","['bagus', 'produk', 'mantap', 'jaya', 'rekomendasi', 'seller']","['bagus', 'produk', 'mantap', 'jaya', 'rekomendasi', 'seller']",bagus produk mantap jaya rekomendasi seller,2
produk mantab pelayanan cepat terimakasih,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['produk', 'mantab', 'pelayanan', 'cepat', 'terimakasih']","['produk', 'mantap', 'pelayanan', 'cepat', 'terima kasih']","['produk', 'mantap', 'pelayanan', 'cepat', 'terima kasih']","['produk', 'mantap', 'layan', 'cepat', 'terima kasih']",produk mantap layan cepat terima kasih,2
barang sesuai deskripsi tolong pakingnya di pebaiki lagi dikasih lakban biar aman punya saya pakunya tercecer dimana  kotaknya robek,4,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['barang', 'sesuai', 'deskripsi', 'tolong', 'pakingnya', 'di', 'pebaiki', 'lagi', 'dikasih', 'lakban', 'biar', 'aman', 'punya', 'saya', 'pakunya', 'tercecer', 'dimana', 'kotaknya', 'robek']","['barang', 'sesuai', 'deskripsi', 'tolong', 'pakingnya', 'di', 'pebaiki', 'lagi', 'dikasih', 'lakban', 'biar', 'aman', 'punya', 'saya', 'pakunya', 'tercecer', 'dimana', 'kotaknya', 'robek']","['barang', 'sesuai', 'deskripsi', 'tolong', 'pakingnya', 'pebaiki', 'dikasih', 'lakban', 'biar', 'aman', 'pakunya', 'tercecer', 'dimana', 'kotaknya', 'robek']","['barang', 'sesuai', 'deskripsi', 'tolong', 'paking', 'baik', 'kasih', 'lakban', 'biar', 'aman', 'paku', 'cecer', 'mana', 'kotak', 'robek']",barang sesuai deskripsi tolong paking baik kasih lakban biar aman paku cecer mana kotak robek,2
barang sesuai deskripsi dan bagus semoga awet thx,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['barang', 'sesuai', 'deskripsi', 'dan', 'bagus', 'semoga', 'awet', 'thx']","['barang', 'sesuai', 'deskripsi', 'dan', 'bagus', 'semoga', 'awet', 'terima kasih']","['barang', 'sesuai', 'deskripsi', 'bagus', 'semoga', 'awet', 'terima kasih']","['barang', 'sesuai', 'deskripsi', 'bagus', 'moga', 'awet', 'terima kasih']",barang sesuai deskripsi bagus moga awet terima kasih,2
packing baik recommended seller barang sesuai pesanan,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['packing', 'baik', 'recommended', 'seller', 'barang', 'sesuai', 'pesanan']","['packing', 'baik', 'rekomendasi', 'seller', 'barang', 'sesuai', 'pesanan']","['packing', 'rekomendasi', 'seller', 'barang', 'sesuai', 'pesanan']","['packing', 'rekomendasi', 'seller', 'barang', 'sesuai', 'pesan']",packing rekomendasi seller barang sesuai pesan,2
bagus nanti saya pesan lagi di toko ini,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['bagus', 'nanti', 'saya', 'pesan', 'lagi', 'di', 'toko', 'ini']","['bagus', 'nanti', 'saya', 'pesan', 'lagi', 'di', 'toko', 'ini']","['bagus', 'pesan', 'toko']","['bagus', 'pesan', 'toko']",bagus pesan toko,2
mantap gan bagus,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['mantap', 'gan', 'bagus']","['mantap', 'juragan', 'bagus']","['mantap', 'juragan', 'bagus']","['mantap', 'juragan', 'bagus']",mantap juragan bagus,2
saya mau review utk packaging produk dan penjual pertama packaging sangat rapi pakai double bubble dan dibalut lagi dengan karton tebal kedua produk sangat berkualitas tinggi harga standar dan kualitas juara ketajaman ujung mata paku sangat tajam hingga mempermudah paku tembusnya ketiga penjual sangat sangat ramah baru kali pertama ini saya dilayani dengan sangat puas pertama saya beli barang ini dan ancur parah oleh pihak ekspedisi dan saya tidak langsung komplain tetapi coba utk diskusi dengan penjual dan hasilnya sangat memuaskan bahwa penjual siap utk mengirim ulang tanpa membawa barang yg rusaknya itu saya jamin menurut pengalaman pribadi kalo ini toko berani bersaing dari sisi harga dan sangat recommended seller,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['saya', 'mau', 'review', 'utk', 'packaging', 'produk', 'dan', 'penjual', 'pertama', 'packaging', 'sangat', 'rapi', 'pakai', 'double', 'bubble', 'dan', 'dibalut', 'lagi', 'dengan', 'karton', 'tebal', 'kedua', 'produk', 'sangat', 'berkualitas', 'tinggi', 'harga', 'standar', 'dan', 'kualitas', 'juara', 'ketajaman', 'ujung', 'mata', 'paku', 'sangat', 'tajam', 'hingga', 'mempermudah', 'paku', 'tembusnya', 'ketiga', 'penjual', 'sangat', 'sangat', 'ramah', 'baru', 'kali', 'pertama', 'ini', 'saya', 'dilayani', 'dengan', 'sangat', 'puas', 'pertama', 'saya', 'beli', 'barang', 'ini', 'dan', 'ancur', 'parah', 'oleh', 'pihak', 'ekspedisi', 'dan', 'saya', 'tidak', 'langsung', 'komplain', 'tetapi', 'coba', 'utk', 'diskusi', 'dengan', 'penjual', 'dan', 'hasilnya', 'sangat', 'memuaskan', 'bahwa', 'penjual', 'siap', 'utk', 'mengirim', 'ulang', 'tanpa', 'membawa', 'barang', 'yg', 'rusaknya', 'itu', 'saya', 'jamin', 'menurut', 'pengalaman', 'pribadi', 'kalo', 'ini', 'toko', 'berani', 'bersaing', 'dari', 'sisi', 'harga', 'dan', 'sangat', 'recommended', 'seller']","['saya', 'ingin', 'review', 'untuk', 'packaging', 'produk', 'dan', 'penjual', 'pertama', 'packaging', 'sangat', 'rapi', 'pakai', 'double', 'bubble', 'dan', 'dibalut', 'lagi', 'dengan', 'karton', 'tebal', 'kedua', 'produk', 'sangat', 'berkualitas', 'tinggi', 'harga', 'standar', 'dan', 'kualitas', 'juara', 'ketajaman', 'ujung', 'mata', 'paku', 'sangat', 'tajam', 'hingga', 'mempermudah', 'paku', 'tembusnya', 'ketiga', 'penjual', 'sangat', 'sangat', 'ramah', 'baru', 'kali', 'pertama', 'ini', 'saya', 'dilayani', 'dengan', 'sangat', 'puas', 'pertama', 'saya', 'beli', 'barang', 'ini', 'dan', 'hancur', 'parah', 'oleh', 'pihak', 'ekspedisi', 'dan', 'saya', 'tidak', 'segera', 'komplain', 'tetapi', 'coba', 'untuk', 'diskusi', 'dengan', 'penjual', 'dan', 'hasilnya', 'sangat', 'memuaskan', 'bahwa', 'penjual', 'siap', 'untuk', 'mengirim', 'ulang', 'tanpa', 'membawa', 'barang', 'yang', 'rusaknya', 'itu', 'saya', 'jamin', 'menurut', 'pengalaman', 'pribadi', 'kalau', 'ini', 'toko', 'berani', 'bersaing', 'dari', 'sisi', 'harga', 'dan', 'sangat', 'rekomendasi', 'seller']","['review', 'packaging', 'produk', 'penjual', 'packaging', 'rapi', 'pakai', 'double', 'bubble', 'dibalut', 'karton', 'tebal', 'produk', 'berkualitas', 'harga', 'standar', 'kualitas', 'juara', 'ketajaman', 'ujung', 'mata', 'paku', 'tajam', 'mempermudah', 'paku', 'tembusnya', 'ketiga', 'penjual', 'ramah', 'kali', 'dilayani', 'puas', 'beli', 'barang', 'hancur', 'parah', 'ekspedisi', 'komplain', 'coba', 'diskusi', 'penjual', 'hasilnya', 'memuaskan', 'penjual', 'mengirim', 'ulang', 'membawa', 'barang', 'rusaknya', 'jamin', 'pengalaman', 'pribadi', 'toko', 'berani', 'bersaing', 'sisi', 'harga', 'rekomendasi', 'seller']","['review', 'packaging', 'produk', 'jual', 'packaging', 'rapi', 'pakai', 'double', 'bubble', 'balut', 'karton', 'tebal', 'produk', 'kualitas', 'harga', 'standar', 'kualitas', 'juara', 'tajam', 'ujung', 'mata', 'paku', 'tajam', 'mudah', 'paku', 'tembus', 'tiga', 'jual', 'ramah', 'kali', 'layan', 'puas', 'beli', 'barang', 'hancur', 'parah', 'ekspedisi', 'komplain', 'coba', 'diskusi', 'jual', 'hasil', 'muas', 'jual', 'kirim', 'ulang', 'bawa', 'barang', 'rusak', 'jamin', 'alam', 'pribadi', 'toko', 'berani', 'saing', 'sisi', 'harga', 'rekomendasi', 'seller']",review packaging produk jual packaging rapi pakai double bubble balut karton tebal produk kualitas harga standar kualitas juara tajam ujung mata paku tajam mudah paku tembus tiga jual ramah kali layan puas beli barang hancur parah ekspedisi komplain coba diskusi jual hasil muas jual kirim ulang bawa barang rusak jamin alam pribadi toko berani saing sisi harga rekomendasi seller,2
respon dan pengiriman cepat barang oke good seller,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['respon', 'dan', 'pengiriman', 'cepat', 'barang', 'oke', 'good', 'seller']","['respon', 'dan', 'pengiriman', 'cepat', 'barang', 'oke', 'bagus', 'seller']","['respon', 'pengiriman', 'cepat', 'barang', 'oke', 'bagus', 'seller']","['respon', 'kirim', 'cepat', 'barang', 'oke', 'bagus', 'seller']",respon kirim cepat barang oke bagus seller,2
pengiriman cepatpacking rapi dan barangnya sesuai dgn deskripsi,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['pengiriman', 'cepatpacking', 'rapi', 'dan', 'barangnya', 'sesuai', 'dgn', 'deskripsi']","['pengiriman', 'cepat', 'rapi', 'dan', 'barangnya', 'sesuai', 'dengan', 'deskripsi']","['pengiriman', 'cepat', 'rapi', 'barangnya', 'sesuai', 'deskripsi']","['kirim', 'cepat', 'rapi', 'barang', 'sesuai', 'deskripsi']",kirim cepat rapi barang sesuai deskripsi,2
bagus bagus bagusksksnsnjsjjsksmmsms,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['bagus', 'bagus', 'bagusksksnsnjsjjsksmmsms']","['bagus', 'bagus', 'bagus']","['bagus', 'bagus', 'bagus']","['bagus', 'bagus', 'bagus']",bagus bagus bagus,2
respon dan pengiriman cepat barang bagus,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['respon', 'dan', 'pengiriman', 'cepat', 'barang', 'bagus']","['respon', 'dan', 'pengiriman', 'cepat', 'barang', 'bagus']","['respon', 'pengiriman', 'cepat', 'barang', 'bagus']","['respon', 'kirim', 'cepat', 'barang', 'bagus']",respon kirim cepat barang bagus,2
selamat sampai tujuanbarang berfungsi normalisi paket lengkap,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['selamat', 'sampai', 'tujuanbarang', 'berfungsi', 'normalisi', 'paket', 'lengkap']","['selamat', 'sampai', 'tujuanbarang', 'berfungsi', 'normalisi', 'paket', 'lengkap']","['selamat', 'tujuanbarang', 'berfungsi', 'normalisi', 'paket', 'lengkap']","['selamat', 'tujuanbarang', 'fungsi', 'normalisi', 'paket', 'lengkap']",selamat tujuanbarang fungsi normalisi paket lengkap,2
recomended seller respon cepat packing mantap barang pesanan di buble wrap josss,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['recomended', 'seller', 'respon', 'cepat', 'packing', 'mantap', 'barang', 'pesanan', 'di', 'buble', 'wrap', 'josss']","['rekomendasi', 'seller', 'respon', 'cepat', 'packing', 'mantap', 'barang', 'pesanan', 'di', 'buble', 'wrap', 'bagus']","['rekomendasi', 'seller', 'respon', 'cepat', 'packing', 'mantap', 'barang', 'pesanan', 'buble', 'wrap', 'bagus']","['rekomendasi', 'seller', 'respon', 'cepat', 'packing', 'mantap', 'barang', 'pesan', 'buble', 'wrap', 'bagus']",rekomendasi seller respon cepat packing mantap barang pesan buble wrap bagus,2
produknya ok,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['produknya', 'ok']","['produknya', 'oke']","['produknya', 'oke']","['produk', 'oke']",produk oke,2
kualitas okey makasih gan semua barang aman dan sesuai deskripsi,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['kualitas', 'okey', 'makasih', 'gan', 'semua', 'barang', 'aman', 'dan', 'sesuai', 'deskripsi']","['kualitas', 'okey', 'terima kasih', 'juragan', 'semua', 'barang', 'aman', 'dan', 'sesuai', 'deskripsi']","['kualitas', 'okey', 'terima kasih', 'juragan', 'barang', 'aman', 'sesuai', 'deskripsi']","['kualitas', 'okey', 'terima kasih', 'juragan', 'barang', 'aman', 'sesuai', 'deskripsi']",kualitas okey terima kasih juragan barang aman sesuai deskripsi,2
mantab joos tanpa kendala sampai jg sangat cepat packingnya aman kemasan dan produk mulus top pkoknya sukses selalu,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['mantab', 'joos', 'tanpa', 'kendala', 'sampai', 'jg', 'sangat', 'cepat', 'packingnya', 'aman', 'kemasan', 'dan', 'produk', 'mulus', 'top', 'pkoknya', 'sukses', 'selalu']","['mantap', 'joos', 'tanpa', 'kendala', 'sampai', 'juga', 'sangat', 'cepat', 'packingnya', 'aman', 'kemasan', 'dan', 'produk', 'mulus', 'top', 'pokoknya', 'sukses', 'selalu']","['mantap', 'joos', 'kendala', 'cepat', 'packingnya', 'aman', 'kemasan', 'produk', 'mulus', 'top', 'pokoknya', 'sukses']","['mantap', 'joos', 'kendala', 'cepat', 'packingnya', 'aman', 'kemas', 'produk', 'mulus', 'top', 'pokok', 'sukses']",mantap joos kendala cepat packingnya aman kemas produk mulus top pokok sukses,2
barang sesuai dengan deskripsi pengiriman cepat gak pake lama barang bagus mantap dahh pokoknya thanks gan,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['barang', 'sesuai', 'dengan', 'deskripsi', 'pengiriman', 'cepat', 'gak', 'pake', 'lama', 'barang', 'bagus', 'mantap', 'dahh', 'pokoknya', 'thanks', 'gan']","['barang', 'sesuai', 'dengan', 'deskripsi', 'pengiriman', 'cepat', 'tidak', 'pakai', 'lama', 'barang', 'bagus', 'mantap', 'dah', 'pokoknya', 'terima kasih', 'juragan']","['barang', 'sesuai', 'deskripsi', 'pengiriman', 'cepat', 'pakai', 'barang', 'bagus', 'mantap', 'dah', 'pokoknya', 'terima kasih', 'juragan']","['barang', 'sesuai', 'deskripsi', 'kirim', 'cepat', 'pakai', 'barang', 'bagus', 'mantap', 'dah', 'pokok', 'terima kasih', 'juragan']",barang sesuai deskripsi kirim cepat pakai barang bagus mantap dah pokok terima kasih juragan,2
barang sesuai pesanan respon dan pengiriman cepat good seller,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['barang', 'sesuai', 'pesanan', 'respon', 'dan', 'pengiriman', 'cepat', 'good', 'seller']","['barang', 'sesuai', 'pesanan', 'respon', 'dan', 'pengiriman', 'cepat', 'bagus', 'seller']","['barang', 'sesuai', 'pesanan', 'respon', 'pengiriman', 'cepat', 'bagus', 'seller']","['barang', 'sesuai', 'pesan', 'respon', 'kirim', 'cepat', 'bagus', 'seller']",barang sesuai pesan respon kirim cepat bagus seller,2
barang sesuai posting siip,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['barang', 'sesuai', 'posting', 'siip']","['barang', 'sesuai', 'posting', 'sip']","['barang', 'sesuai', 'posting', 'sip']","['barang', 'sesuai', 'posting', 'sip']",barang sesuai posting sip,2
berfungsi dengan baik pengiriman dan respon cepat,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['berfungsi', 'dengan', 'baik', 'pengiriman', 'dan', 'respon', 'cepat']","['berfungsi', 'dengan', 'baik', 'pengiriman', 'dan', 'respon', 'cepat']","['berfungsi', 'pengiriman', 'respon', 'cepat']","['fungsi', 'kirim', 'respon', 'cepat']",fungsi kirim respon cepat,2
barang sesuai dengan gambar pengiriman cepat respon seller ,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['barang', 'sesuai', 'dengan', 'gambar', 'pengiriman', 'cepat', 'respon', 'seller']","['barang', 'sesuai', 'dengan', 'gambar', 'pengiriman', 'cepat', 'respon', 'seller']","['barang', 'sesuai', 'gambar', 'pengiriman', 'cepat', 'respon', 'seller']","['barang', 'sesuai', 'gambar', 'kirim', 'cepat', 'respon', 'seller']",barang sesuai gambar kirim cepat respon seller,2
recommended seller ,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['recommended', 'seller']","['rekomendasi', 'seller']","['rekomendasi', 'seller']","['rekomendasi', 'seller']",rekomendasi seller,2
barang bagus respond cepat,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['barang', 'bagus', 'respond', 'cepat']","['barang', 'bagus', 'respond', 'cepat']","['barang', 'bagus', 'respond', 'cepat']","['barang', 'bagus', 'respond', 'cepat']",barang bagus respond cepat,2
barang sesuai order respon dan pengiriman cepat,4,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['barang', 'sesuai', 'order', 'respon', 'dan', 'pengiriman', 'cepat']","['barang', 'sesuai', 'order', 'respon', 'dan', 'pengiriman', 'cepat']","['barang', 'sesuai', 'order', 'respon', 'pengiriman', 'cepat']","['barang', 'sesuai', 'order', 'respon', 'kirim', 'cepat']",barang sesuai order respon kirim cepat,2
terima kasih pak barang nay sudah sampai,4,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['terima', 'kasih', 'pak', 'barang', 'nay', 'sudah', 'sampai']","['terima', 'kasih', 'pak', 'barang', 'nay', 'sudah', 'sampai']","['terima', 'kasih', 'barang', 'nay']","['terima', 'kasih', 'barang', 'nay']",terima kasih barang nay,2
bagusssssssssssss mksh,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['bagusssssssssssss', 'mksh']","['bagus', 'terima kasih']","['bagus', 'terima kasih']","['bagus', 'terima kasih']",bagus terima kasih,2
pas dengan air nailer nya gan  thanks recommended seller,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['pas', 'dengan', 'air', 'nailer', 'nya', 'gan', 'thanks', 'recommended', 'seller']","['saat', 'dengan', 'air', 'nailer', 'nya', 'juragan', 'terima kasih', 'rekomendasi', 'seller']","['air', 'nailer', 'nya', 'juragan', 'terima kasih', 'rekomendasi', 'seller']","['air', 'nailer', 'nya', 'juragan', 'terima kasih', 'rekomendasi', 'seller']",air nailer nya juragan terima kasih rekomendasi seller,2
oke sip sudah dinpake mantap,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['oke', 'sip', 'sudah', 'dinpake', 'mantap']","['oke', 'sip', 'sudah', 'dipakai', 'mantap']","['oke', 'sip', 'dipakai', 'mantap']","['oke', 'sip', 'pakai', 'mantap']",oke sip pakai mantap,2
makasih juragan,4,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['makasih', 'juragan']","['terima kasih', 'juragan']","['terima kasih', 'juragan']","['terima kasih', 'juragan']",terima kasih juragan,2
mantab salam ningrat,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['mantab', 'salam', 'ningrat']","['mantap', 'salam', 'ningrat']","['mantap', 'salam', 'ningrat']","['mantap', 'salam', 'ningrat']",mantap salam ningrat,2
best dah best best penjual yg bner best dah,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['best', 'dah', 'best', 'best', 'penjual', 'yg', 'bner', 'best', 'dah']","['best', 'sudah', 'best', 'best', 'penjual', 'yang', 'benar', 'best', 'sudah']","['best', 'best', 'best', 'penjual', 'best']","['best', 'best', 'best', 'jual', 'best']",best best best jual best,2
barang datang sesuai pesanan packing rapi,4,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['barang', 'datang', 'sesuai', 'pesanan', 'packing', 'rapi']","['barang', 'datang', 'sesuai', 'pesanan', 'packing', 'rapi']","['barang', 'sesuai', 'pesanan', 'packing', 'rapi']","['barang', 'sesuai', 'pesan', 'packing', 'rapi']",barang sesuai pesan packing rapi,2
mantap barng oke dn cepat,4,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['mantap', 'barng', 'oke', 'dn', 'cepat']","['mantap', 'barng', 'oke', 'dan', 'cepat']","['mantap', 'barng', 'oke', 'cepat']","['mantap', 'barng', 'oke', 'cepat']",mantap barng oke cepat,2
mkasih bnyak barang sesuai  harga miring kualitas baguss sekali sukses ya gan,5,pertukangan,Isi Paku Tembak F30 Merk MEITE Refill Staples Nail Gun 30mm Berkualita,"['mkasih', 'bnyak', 'barang', 'sesuai', 'harga', 'miring', 'kualitas', 'baguss', 'sekali', 'sukses', 'ya', 'gan']","['mkasih', 'banyak', 'barang', 'sesuai', 'harga', 'miring', 'kualitas', 'bagus', 'sekali', 'sukses', 'ya', 'juragan']","['mkasih', 'barang', 'sesuai', 'harga', 'miring', 'kualitas', 'bagus', 'sukses', 'ya', 'juragan']","['mkasih', 'barang', 'sesuai', 'harga', 'miring', 'kualitas', 'bagus', 'sukses', 'ya', 'juragan']",mkasih barang sesuai harga miring kualitas bagus sukses ya juragan,2
